z_sphere_mm,alpha_deg,phi_deg,Fx_B0_raw_mN,Fx_B1_raw_mN,Fx_B2_raw_mN,Fx_hold_corr_mN,DeltaFx_ball_mN,Fx_total_corr_mN,Fy_total_corr_mN,Fz_total_corr_mN,elements,DOF,min_quality,same_mesh_verified,status
108.000000000,-20.0000000000,126.000000000,-0.0781216578110,-0.206344132274,-0.0863791193593,-0.128222474463,0.119965012915,-0.00825746154824,0.0231789014137,-0.0626900568050,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,129.600000000,-0.0781216578110,-0.206344132274,-0.0903275304318,-0.128222474463,0.116016601842,-0.0122058726208,0.0251052944197,-0.0576052764899,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,133.200000000,-0.0781216578110,-0.206344132274,-0.0945870336309,-0.128222474463,0.111757098643,-0.0164653758199,0.0269325077904,-0.0521181988049,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,136.800000000,-0.0781216578110,-0.206344132274,-0.0991408085241,-0.128222474463,0.107203323750,-0.0210191507131,0.0286533310635,-0.0462504459167,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,140.400000000,-0.0781216578110,-0.206344132274,-0.103970870626,-0.128222474463,0.102373261649,-0.0258492128146,0.0302609726287,-0.0400251517080,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,144.000000000,-0.0781216578110,-0.206344132274,-0.109058149800,-0.128222474463,0.0972859824745,-0.0309364919886,0.0317490854673,-0.0334668447928,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,147.600000000,-0.0781216578110,-0.206344132274,-0.114382558536,-0.128222474463,0.0919615737380,-0.0362609007251,0.0331117932940,-0.0266013779822,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,151.200000000,-0.0781216578110,-0.206344132274,-0.119923073652,-0.128222474463,0.0864210586222,-0.0418014158409,0.0343437134633,-0.0194558185848,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,154.800000000,-0.0781216578110,-0.206344132274,-0.125657821618,-0.128222474463,0.0806863106562,-0.0475361638070,0.0354399779698,-0.0120583340462,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,158.400000000,-0.0781216578110,-0.206344132274,-0.131564160011,-0.128222474463,0.0747799722635,-0.0534425021996,0.0363962534763,-0.00443809942227,871851,1163671,0.213700000000,true,SUCCESS
